date,product_id,store_id,stock_on_hand,stock_physical_truth,reorder_point,stockout_flag
2025-04-03,P1003,S01,0,0,66,1
2025-04-04,P1003,S01,0,0,66,1
2025-04-05,P1003,S01,114,114,66,0
2025-04-06,P1003,S01,80,80,66,0
2025-04-07,P1003,S01,43,43,66,0
2025-04-08,P1003,S01,15,15,66,0
2025-04-09,P1003,S01,0,0,66,1
2025-04-10,P1003,S01,130,130,66,0
2025-04-11,P1003,S01,102,102,66,0
2025-04-12,P1003,S01,62,62,66,0
2025-04-13,P1003,S01,15,15,66,0
2025-04-14,P1003,S01,0,0,66,1
2025-04-15,P1003,S01,124,124,66,0
2025-04-16,P1003,S01,87,87,66,0
2025-04-17,P1003,S01,58,58,66,0
2025-04-18,P1003,S01,28,28,66,0
2025-04-19,P1003,S01,0,0,66,1
2025-04-20,P1003,S01,0,0,66,1
2025-04-21,P1003,S01,0,0,66,1
2025-04-22,P1003,S01,119,119,66,0
2025-04-23,P1003,S01,86,86,66,0
2025-04-24,P1003,S01,58,58,66,0
2025-04-25,P1003,S01,22,22,66,0
2025-04-26,P1003,S01,0,0,66,1
2025-04-27,P1003,S01,0,0,66,1
2025-04-28,P1003,S01,0,0,66,1
2025-04-29,P1003,S01,0,0,66,1
2025-04-30,P1003,S01,0,0,66,1
2025-05-01,P1003,S01,0,0,66,1
2025-05-02,P1003,S01,110,110,66,0
2025-05-03,P1003,S01,70,70,66,0
2025-05-04,P1003,S01,15,15,66,0
2025-05-05,P1003,S01,0,0,66,1
2025-05-06,P1003,S01,0,0,66,1
2025-05-07,P1003,S01,101,101,66,0
2025-05-08,P1003,S01,61,61,66,0
2025-05-09,P1003,S01,17,17,66,0
2025-05-10,P1003,S01,0,0,66,1
2025-05-11,P1003,S01,0,0,66,1
2025-05-12,P1003,S01,123,121,66,0
2025-05-13,P1003,S01,89,89,66,0
2025-05-14,P1003,S01,57,57,66,0
2025-05-15,P1003,S01,32,32,66,0
2025-05-16,P1003,S01,0,0,66,0
2025-05-17,P1003,S01,0,0,66,1
2025-05-18,P1003,S01,0,0,66,1
2025-05-19,P1003,S01,0,0,66,1
2025-05-20,P1003,S01,0,0,66,1
2025-05-21,P1003,S01,119,119,66,0
2025-05-22,P1003,S01,95,95,66,0
2025-05-23,P1003,S01,70,70,66,0
2025-05-24,P1003,S01,37,37,66,0
2025-05-25,P1003,S01,0,0,66,1
2025-05-26,P1003,S01,0,0,66,1
2025-05-27,P1003,S01,124,124,66,0
2025-05-28,P1003,S01,93,93,66,0
2025-05-29,P1003,S01,57,57,66,0
2025-05-30,P1003,S01,34,34,66,0
2025-05-31,P1003,S01,0,0,66,1
2025-06-01,P1003,S01,115,115,66,0
2025-06-02,P1003,S01,86,86,66,0
2025-06-03,P1003,S01,51,51,66,0
2025-06-04,P1003,S01,18,15,66,0
2025-06-05,P1003,S01,0,0,66,1
2025-06-06,P1003,S01,0,0,66,1
2025-06-07,P1003,S01,0,0,66,1
2025-06-08,P1003,S01,0,0,66,1
2025-06-09,P1003,S01,0,0,66,1
2025-06-10,P1003,S01,128,128,66,0
2025-06-11,P1003,S01,88,88,66,0
2025-06-12,P1003,S01,63,63,66,0
2025-06-13,P1003,S01,35,35,66,0
2025-06-14,P1003,S01,0,0,66,1
2025-06-15,P1003,S01,0,0,66,1
2025-06-16,P1003,S01,111,111,66,0
2025-06-17,P1003,S01,76,76,66,0
2025-06-18,P1003,S01,49,49,66,0
2025-06-19,P1003,S01,20,20,66,0
2025-06-20,P1003,S01,0,0,66,1
2025-06-21,P1003,S01,111,111,66,0
2025-06-22,P1003,S01,81,81,66,0
2025-06-23,P1003,S01,52,52,66,0
2025-06-24,P1003,S01,22,22,66,0
2025-06-25,P1003,S01,0,0,66,1
2025-06-26,P1003,S01,122,122,66,0
2025-06-27,P1003,S01,97,97,66,0
2025-06-28,P1003,S01,59,59,66,0
2025-06-29,P1003,S01,23,23,66,0
2025-01-01,P1004,S01,40,40,26,0
2025-01-02,P1004,S01,32,32,26,0
2025-01-03,P1004,S01,24,24,26,0
2025-01-04,P1004,S01,15,15,26,0
2025-01-05,P1004,S01,0,0,26,1
2025-01-06,P1004,S01,46,46,26,0
2025-01-07,P1004,S01,31,31,26,0
2025-01-08,P1004,S01,15,15,26,0
2025-01-09,P1004,S01,5,5,26,0
2025-01-10,P1004,S01,0,0,26,1
2025-01-11,P1004,S01,0,0,26,1
2025-01-12,P1004,S01,0,0,26,1
2025-01-13,P1004,S01,45,45,26,0
2025-01-14,P1004,S01,37,35,26,0
2025-01-15,P1004,S01,27,26,26,0
2025-01-16,P1004,S01,21,21,26,0
2025-01-17,P1004,S01,4,4,26,0
2025-01-18,P1004,S01,0,0,26,1
2025-01-19,P1004,S01,49,49,26,0
2025-01-20,P1004,S01,38,38,26,0
2025-01-21,P1004,S01,29,29,26,0
2025-01-22,P1004,S01,22,21,26,0
2025-01-23,P1004,S01,9,9,26,0
2025-01-24,P1004,S01,0,0,26,1
2025-01-25,P1004,S01,54,54,26,0
2025-01-26,P1004,S01,32,32,26,0
2025-01-27,P1004,S01,25,25,26,0
2025-01-28,P1004,S01,14,14,26,0
2025-01-29,P1004,S01,2,2,26,0
2025-01-30,P1004,S01,46,46,26,0
2025-01-31,P1004,S01,30,30,26,0
2025-02-01,P1004,S01,7,7,26,0
2025-02-02,P1004,S01,0,0,26,1
2025-02-03,P1004,S01,0,0,26,1
2025-02-04,P1004,S01,38,38,26,0
2025-02-05,P1004,S01,15,15,26,0
2025-02-06,P1004,S01,1,1,26,0
2025-02-07,P1004,S01,0,0,26,1
2025-02-08,P1004,S01,43,43,26,0
2025-02-09,P1004,S01,36,36,26,0
2025-02-10,P1004,S01,20,20,26,0
2025-02-11,P1004,S01,10,10,26,0
2025-02-12,P1004,S01,0,0,26,1
2025-02-13,P1004,S01,45,45,26,0
2025-02-14,P1004,S01,29,29,26,0
2025-02-15,P1004,S01,16,16,26,0
2025-02-16,P1004,S01,0,0,26,0
2025-02-17,P1004,S01,0,0,26,1
2025-02-18,P1004,S01,49,49,26,0
2025-02-19,P1004,S01,37,37,26,0
2025-02-20,P1004,S01,27,27,26,0
2025-02-21,P1004,S01,19,19,26,0
2025-02-22,P1004,S01,2,2,26,0
2025-02-23,P1004,S01,0,0,26,1
2025-02-24,P1004,S01,47,47,26,0
2025-02-25,P1004,S01,33,33,26,0
2025-02-26,P1004,S01,23,23,26,0
2025-02-27,P1004,S01,11,11,26,0
2025-02-28,P1004,S01,2,2,26,0
2025-03-01,P1004,S01,47,47,26,0
2025-03-02,P1004,S01,36,36,26,0
2025-03-03,P1004,S01,20,20,26,0
2025-03-04,P1004,S01,14,14,26,0
2025-03-05,P1004,S01,3,3,26,0
2025-03-06,P1004,S01,47,47,26,0
2025-03-07,P1004,S01,33,33,26,0
2025-03-08,P1004,S01,19,19,26,0
2025-03-09,P1004,S01,7,7,26,0
2025-03-10,P1004,S01,0,0,26,1
2025-03-11,P1004,S01,58,58,26,0
2025-03-12,P1004,S01,45,45,26,0
2025-03-13,P1004,S01,34,34,26,0
2025-03-14,P1004,S01,25,25,26,0
2025-03-15,P1004,S01,16,16,26,0
2025-03-16,P1004,S01,0,0,26,1
2025-03-17,P1004,S01,38,38,26,0
2025-03-18,P1004,S01,13,13,26,0
2025-03-19,P1004,S01,0,0,26,1
2025-03-20,P1004,S01,0,0,26,1
2025-03-21,P1004,S01,41,41,26,0
2025-03-22,P1004,S01,22,22,26,0
2025-03-23,P1004,S01,8,8,26,0
2025-03-24,P1004,S01,0,0,26,1
2025-03-25,P1004,S01,53,53,26,0
2025-03-26,P1004,S01,40,40,26,0
2025-03-27,P1004,S01,32,32,26,0
2025-03-28,P1004,S01,22,22,26,0
2025-03-29,P1004,S01,9,9,26,0
2025-03-30,P1004,S01,0,0,26,1
2025-03-31,P1004,S01,51,51,26,0
2025-04-01,P1004,S01,38,38,26,0
2025-04-02,P1004,S01,30,30,26,0
2025-04-03,P1004,S01,25,25,26,0
2025-04-04,P1004,S01,4,4,26,0
2025-04-05,P1004,S01,0,0,26,1
2025-04-06,P1004,S01,0,0,26,1
2025-04-07,P1004,S01,0,0,26,1
2025-04-08,P1004,S01,0,0,26,1
2025-04-09,P1004,S01,0,0,26,1
2025-04-10,P1004,S01,43,43,26,0
2025-04-11,P1004,S01,29,29,26,0
2025-04-12,P1004,S01,16,16,26,0
2025-04-13,P1004,S01,2,2,26,0
2025-04-14,P1004,S01,0,0,26,1
2025-04-15,P1004,S01,48,48,26,0
2025-04-16,P1004,S01,40,40,26,0
2025-04-17,P1004,S01,29,29,26,0
2025-04-18,P1004,S01,19,19,26,0
2025-04-19,P1004,S01,3,3,26,0
2025-04-20,P1004,S01,0,0,26,1
2025-04-21,P1004,S01,44,44,26,0
2025-04-22,P1004,S01,27,27,26,0
2025-04-23,P1004,S01,20,20,26,0
2025-04-24,P1004,S01,4,4,26,0
2025-04-25,P1004,S01,0,0,26,1
2025-04-26,P1004,S01,0,0,26,1
2025-04-27,P1004,S01,0,0,26,1
2025-04-28,P1004,S01,0,0,26,1
2025-04-29,P1004,S01,0,0,26,1
2025-04-30,P1004,S01,0,0,26,1
2025-05-01,P1004,S01,43,43,26,0
2025-05-02,P1004,S01,21,21,26,0
2025-05-03,P1004,S01,0,0,26,0
2025-05-04,P1004,S01,0,0,26,1
2025-05-05,P1004,S01,41,41,26,0
2025-05-06,P1004,S01,31,31,26,0
2025-05-07,P1004,S01,17,17,26,0
2025-05-08,P1004,S01,0,0,26,1
2025-05-09,P1004,S01,0,0,26,1
2025-05-10,P1004,S01,36,36,26,0
2025-05-11,P1004,S01,21,21,26,0
2025-05-12,P1004,S01,10,10,26,0
2025-05-13,P1004,S01,0,0,26,1
2025-05-14,P1004,S01,37,37,26,0
2025-05-15,P1004,S01,20,20,26,0
2025-05-16,P1004,S01,9,9,26,0
2025-05-17,P1004,S01,0,0,26,1
2025-05-18,P1004,S01,39,39,26,0
2025-05-19,P1004,S01,25,25,26,0
2025-05-20,P1004,S01,16,16,26,0
2025-05-21,P1004,S01,4,4,26,0
2025-05-22,P1004,S01,56,56,26,0
2025-05-23,P1004,S01,43,43,26,0
2025-05-24,P1004,S01,23,23,26,0
2025-05-25,P1004,S01,13,13,26,0
2025-05-26,P1004,S01,3,3,26,0
2025-05-27,P1004,S01,59,59,26,0
2025-05-28,P1004,S01,47,47,26,0
2025-05-29,P1004,S01,34,34,26,0
2025-05-30,P1004,S01,21,21,26,0
2025-05-31,P1004,S01,9,9,26,0
2025-06-01,P1004,S01,0,0,26,1
2025-06-02,P1004,S01,39,39,26,0
2025-06-03,P1004,S01,29,29,26,0
2025-06-04,P1004,S01,18,18,26,0
2025-06-05,P1004,S01,0,0,26,1
2025-06-06,P1004,S01,0,0,26,1
2025-06-07,P1004,S01,0,0,26,1
2025-06-08,P1004,S01,0,0,26,1
2025-06-09,P1004,S01,0,0,26,1
2025-06-10,P1004,S01,0,0,26,1
2025-06-11,P1004,S01,52,52,26,0
2025-06-12,P1004,S01,43,43,26,0
2025-06-13,P1004,S01,27,27,26,0
2025-06-14,P1004,S01,9,9,26,0
2025-06-15,P1004,S01,0,0,26,1
2025-06-16,P1004,S01,0,0,26,1
2025-06-17,P1004,S01,0,0,26,1
2025-06-18,P1004,S01,0,0,26,1
2025-06-19,P1004,S01,0,0,26,1
2025-06-20,P1004,S01,49,49,26,0
2025-06-21,P1004,S01,37,37,26,0
2025-06-22,P1004,S01,32,32,26,0
2025-06-23,P1004,S01,23,22,26,0
2025-06-24,P1004,S01,10,10,26,0
2025-06-25,P1004,S01,0,0,26,1
2025-06-26,P1004,S01,0,0,26,1
2025-06-27,P1004,S01,0,0,26,1
2025-06-28,P1004,S01,0,0,26,1
2025-06-29,P1004,S01,0,0,26,1
2025-01-01,P1005,S01,31,31,22,0
2025-01-02,P1005,S01,21,21,22,0
2025-01-03,P1005,S01,11,11,22,0
2025-01-04,P1005,S01,6,6,22,0
2025-01-05,P1005,S01,43,43,22,0
2025-01-06,P1005,S01,38,38,22,0
2025-01-07,P1005,S01,29,29,22,0
2025-01-08,P1005,S01,16,16,22,0
2025-01-09,P1005,S01,9,9,22,0
2025-01-10,P1005,S01,1,1,22,0
2025-01-11,P1005,S01,43,43,22,0
2025-01-12,P1005,S01,37,37,22,0
2025-01-13,P1005,S01,28,28,22,0
2025-01-14,P1005,S01,15,15,22,0
2025-01-15,P1005,S01,8,8,22,0
2025-01-16,P1005,S01,0,0,22,1
2025-01-17,P1005,S01,0,0,22,1
2025-01-18,P1005,S01,0,0,22,1
2025-01-19,P1005,S01,0,0,22,1
2025-01-20,P1005,S01,0,0,22,1
2025-01-21,P1005,S01,0,0,22,1
2025-01-22,P1005,S01,45,45,22,0
2025-01-23,P1005,S01,37,37,22,0
2025-01-24,P1005,S01,24,24,22,0
2025-01-25,P1005,S01,13,13,22,0
2025-01-26,P1005,S01,4,4,22,0
2025-01-27,P1005,S01,0,0,22,1
2025-01-28,P1005,S01,37,37,22,0
2025-01-29,P1005,S01,27,27,22,0
2025-01-30,P1005,S01,17,17,22,0
2025-01-31,P1005,S01,0,0,22,1
2025-02-01,P1005,S01,0,0,22,1
2025-02-02,P1005,S01,0,0,22,1
2025-02-03,P1005,S01,0,0,22,1
2025-02-04,P1005,S01,39,39,22,0
2025-02-05,P1005,S01,21,21,22,0
2025-02-06,P1005,S01,9,9,22,0
2025-02-07,P1005,S01,0,0,22,1
2025-02-08,P1005,S01,0,0,22,1
2025-02-09,P1005,S01,0,0,22,1
2025-02-10,P1005,S01,0,0,22,1
2025-02-11,P1005,S01,40,40,22,0
2025-02-12,P1005,S01,35,35,22,0
2025-02-13,P1005,S01,23,23,22,0
2025-02-14,P1005,S01,12,12,22,0
2025-02-15,P1005,S01,0,0,22,1
2025-02-16,P1005,S01,0,0,22,1
2025-02-17,P1005,S01,0,0,22,1
2025-02-18,P1005,S01,0,0,22,1
2025-02-19,P1005,S01,0,0,22,1
2025-02-20,P1005,S01,0,0,22,1
2025-02-21,P1005,S01,0,0,22,1
2025-02-22,P1005,S01,39,39,22,0
2025-02-23,P1005,S01,32,32,22,0
2025-02-24,P1005,S01,27,27,22,0
2025-02-25,P1005,S01,18,18,22,0
2025-02-26,P1005,S01,7,7,22,0
2025-02-27,P1005,S01,0,0,22,1
2025-02-28,P1005,S01,32,32,22,0
2025-03-01,P1005,S01,20,20,22,0
2025-03-02,P1005,S01,15,15,22,0
2025-03-03,P1005,S01,0,0,22,1
2025-03-04,P1005,S01,0,0,22,1
2025-03-05,P1005,S01,0,0,22,1
2025-03-06,P1005,S01,37,37,22,0
2025-03-07,P1005,S01,27,27,22,0
2025-03-08,P1005,S01,15,15,22,0
2025-03-09,P1005,S01,3,3,22,0
2025-03-10,P1005,S01,0,0,22,1
2025-03-11,P1005,S01,36,36,22,0
2025-03-12,P1005,S01,25,25,22,0
2025-03-13,P1005,S01,20,20,22,0
2025-03-14,P1005,S01,4,4,22,0
2025-03-15,P1005,S01,0,0,22,1
2025-03-16,P1005,S01,41,41,22,0
2025-03-17,P1005,S01,23,23,22,0
2025-03-18,P1005,S01,0,0,22,1
2025-03-19,P1005,S01,0,0,22,1
2025-03-20,P1005,S01,0,0,22,1
2025-03-21,P1005,S01,33,33,22,0
2025-03-22,P1005,S01,17,17,22,0
2025-03-23,P1005,S01,7,7,22,0
2025-03-24,P1005,S01,0,0,22,0
2025-03-25,P1005,S01,44,44,22,0
2025-03-26,P1005,S01,35,35,22,0
2025-03-27,P1005,S01,19,19,22,0
2025-03-28,P1005,S01,9,9,22,0
2025-03-29,P1005,S01,0,0,22,1
2025-03-30,P1005,S01,0,0,22,1
2025-03-31,P1005,S01,0,0,22,1
2025-04-01,P1005,S01,40,40,22,0
2025-04-02,P1005,S01,30,30,22,0
2025-04-03,P1005,S01,20,20,22,0
2025-04-04,P1005,S01,9,9,22,0
2025-04-05,P1005,S01,1,1,22,0
2025-04-06,P1005,S01,35,35,22,0
2025-04-07,P1005,S01,25,25,22,0
2025-04-08,P1005,S01,15,15,22,0
2025-04-09,P1005,S01,7,7,22,0
2025-04-10,P1005,S01,0,0,22,1
2025-04-11,P1005,S01,0,0,22,1
2025-04-12,P1005,S01,31,31,22,0
2025-04-13,P1005,S01,16,16,22,0
2025-04-14,P1005,S01,0,0,22,0
2025-04-15,P1005,S01,0,0,22,1
2025-04-16,P1005,S01,37,37,22,0
2025-04-17,P1005,S01,32,32,22,0
2025-04-18,P1005,S01,23,23,22,0
2025-04-19,P1005,S01,13,10,22,0
2025-04-20,P1005,S01,2,2,22,0
2025-04-21,P1005,S01,0,0,22,1
2025-04-22,P1005,S01,0,0,22,1
2025-04-23,P1005,S01,0,0,22,1
2025-04-24,P1005,S01,0,0,22,1
2025-04-25,P1005,S01,0,0,22,1
2025-04-26,P1005,S01,0,0,22,1
2025-04-27,P1005,S01,44,44,22,0
2025-04-28,P1005,S01,31,31,22,0
2025-04-29,P1005,S01,28,28,22,0
2025-04-30,P1005,S01,15,15,22,0
2025-05-01,P1005,S01,0,0,22,1
2025-05-02,P1005,S01,0,0,22,1
2025-05-03,P1005,S01,38,38,22,0
2025-05-04,P1005,S01,24,24,22,0
2025-05-05,P1005,S01,17,17,22,0
2025-05-06,P1005,S01,1,1,22,0
2025-05-07,P1005,S01,0,0,22,1
2025-05-08,P1005,S01,40,40,22,0
2025-05-09,P1005,S01,25,25,22,0
2025-05-10,P1005,S01,9,9,22,0
2025-05-11,P1005,S01,0,0,22,1
2025-05-12,P1005,S01,0,0,22,1
2025-05-13,P1005,S01,0,0,22,1
2025-05-14,P1005,S01,0,0,22,1
2025-05-15,P1005,S01,0,0,22,1
2025-05-16,P1005,S01,0,0,22,1
2025-05-17,P1005,S01,0,0,22,1
2025-05-18,P1005,S01,35,35,22,0
2025-05-19,P1005,S01,24,24,22,0
2025-05-20,P1005,S01,15,15,22,0
2025-05-21,P1005,S01,9,9,22,0
2025-05-22,P1005,S01,0,0,22,1
2025-05-23,P1005,S01,0,0,22,1
2025-05-24,P1005,S01,0,0,22,1
2025-05-25,P1005,S01,39,39,22,0
2025-05-26,P1005,S01,26,26,22,0
2025-05-27,P1005,S01,17,17,22,0
2025-05-28,P1005,S01,7,7,22,0
2025-05-29,P1005,S01,3,3,22,0
2025-05-30,P1005,S01,0,0,22,1
2025-05-31,P1005,S01,33,33,22,0
2025-06-01,P1005,S01,21,21,22,0
2025-06-02,P1005,S01,8,8,22,0
2025-06-03,P1005,S01,0,0,22,1
2025-06-04,P1005,S01,0,0,22,1
2025-06-05,P1005,S01,0,0,22,1
2025-06-06,P1005,S01,0,0,22,1
2025-06-07,P1005,S01,38,38,22,0
2025-06-08,P1005,S01,28,28,22,0
2025-06-09,P1005,S01,18,18,22,0
2025-06-10,P1005,S01,10,10,22,0
2025-06-11,P1005,S01,0,0,22,1
2025-06-12,P1005,S01,38,38,22,0
2025-06-13,P1005,S01,31,31,22,0
2025-06-14,P1005,S01,20,20,22,0
2025-06-15,P1005,S01,0,0,22,1
2025-06-16,P1005,S01,0,0,22,1
2025-06-17,P1005,S01,0,0,22,1
2025-06-18,P1005,S01,42,42,22,0
2025-06-19,P1005,S01,29,29,22,0
2025-06-20,P1005,S01,18,18,22,0
2025-06-21,P1005,S01,7,7,22,0
2025-06-22,P1005,S01,0,0,22,1
2025-06-23,P1005,S01,0,0,22,1
2025-06-24,P1005,S01,0,0,22,1
2025-06-25,P1005,S01,0,0,22,1
2025-06-26,P1005,S01,0,0,22,1
2025-06-27,P1005,S01,46,46,22,0
2025-06-28,P1005,S01,32,32,22,0
2025-06-29,P1005,S01,21,21,22,0
2025-01-01,P1006,S01,47,47,39,0
2025-01-02,P1006,S01,33,33,39,0
2025-01-03,P1006,S01,14,14,39,0
2025-01-04,P1006,S01,0,0,39,1
2025-01-05,P1006,S01,70,70,39,0
2025-01-06,P1006,S01,51,51,39,0
2025-01-07,P1006,S01,37,37,39,0
2025-01-08,P1006,S01,15,12,39,0
2025-01-09,P1006,S01,0,0,39,1
2025-01-10,P1006,S01,0,0,39,1
2025-01-11,P1006,S01,0,0,39,1
2025-01-12,P1006,S01,0,0,39,1
2025-01-13,P1006,S01,0,0,39,1
2025-01-14,P1006,S01,80,80,39,0
2025-01-15,P1006,S01,57,57,39,0
2025-01-16,P1006,S01,39,39,39,0
2025-01-17,P1006,S01,23,23,39,0
2025-01-18,P1006,S01,0,0,39,1
2025-01-19,P1006,S01,0,0,39,1
2025-01-20,P1006,S01,78,78,39,0
2025-01-21,P1006,S01,63,63,39,0
2025-01-22,P1006,S01,44,44,39,0
2025-01-23,P1006,S01,30,30,39,0
2025-01-24,P1006,S01,7,7,39,0
2025-01-25,P1006,S01,0,0,39,1
2025-01-26,P1006,S01,62,62,39,0
2025-01-27,P1006,S01,48,48,39,0
2025-01-28,P1006,S01,31,31,39,0
2025-01-29,P1006,S01,19,19,39,0
2025-01-30,P1006,S01,7,7,39,0
2025-01-31,P1006,S01,68,68,39,0
2025-02-01,P1006,S01,36,36,39,0
2025-02-02,P1006,S01,0,0,39,1
2025-02-03,P1006,S01,0,0,39,1
2025-02-04,P1006,S01,68,68,39,0
2025-02-05,P1006,S01,43,43,39,0
2025-02-06,P1006,S01,25,25,39,0
2025-02-07,P1006,S01,6,6,39,0
2025-02-08,P1006,S01,0,0,39,1
2025-02-09,P1006,S01,0,0,39,1
2025-02-10,P1006,S01,0,0,39,1
2025-02-11,P1006,S01,0,0,39,1
2025-02-12,P1006,S01,0,0,39,1
2025-02-13,P1006,S01,0,0,39,1
2025-02-14,P1006,S01,72,72,39,0
2025-02-15,P1006,S01,54,54,39,0
2025-02-16,P1006,S01,33,33,39,0
2025-02-17,P1006,S01,15,15,39,0
2025-02-18,P1006,S01,0,0,39,1
2025-02-19,P1006,S01,0,0,39,1
2025-02-20,P1006,S01,0,0,39,1
2025-02-21,P1006,S01,0,0,39,1
2025-02-22,P1006,S01,67,67,39,0
2025-02-23,P1006,S01,51,51,39,0
2025-02-24,P1006,S01,36,36,39,0
2025-02-25,P1006,S01,19,19,39,0
2025-02-26,P1006,S01,0,0,39,1
2025-02-27,P1006,S01,0,0,39,1
2025-02-28,P1006,S01,77,77,39,0
2025-03-01,P1006,S01,52,52,39,0
2025-03-02,P1006,S01,30,30,39,0
2025-03-03,P1006,S01,13,10,39,0
2025-03-04,P1006,S01,0,0,39,1
2025-03-05,P1006,S01,0,0,39,1
2025-03-06,P1006,S01,0,0,39,1
2025-03-07,P1006,S01,74,74,39,0
2025-03-08,P1006,S01,43,43,39,0
2025-03-09,P1006,S01,21,21,39,0
2025-03-10,P1006,S01,3,3,39,0
2025-03-11,P1006,S01,0,0,39,1
2025-03-12,P1006,S01,71,71,39,0
2025-03-13,P1006,S01,57,57,39,0
2025-03-14,P1006,S01,41,41,39,0
2025-03-15,P1006,S01,1,1,39,0
2025-03-16,P1006,S01,0,0,39,1
2025-03-17,P1006,S01,0,0,39,1
2025-03-18,P1006,S01,0,0,39,1
2025-03-19,P1006,S01,0,0,39,1
2025-03-20,P1006,S01,0,0,39,1
2025-03-21,P1006,S01,63,63,39,0
2025-03-22,P1006,S01,45,45,39,0
2025-03-23,P1006,S01,25,25,39,0
2025-03-24,P1006,S01,6,6,39,0
2025-03-25,P1006,S01,0,0,39,1
2025-03-26,P1006,S01,0,0,39,1
2025-03-27,P1006,S01,66,66,39,0
2025-03-28,P1006,S01,47,47,39,0
2025-03-29,P1006,S01,16,16,39,0
2025-03-30,P1006,S01,0,0,39,1
2025-03-31,P1006,S01,0,0,39,1
2025-04-01,P1006,S01,77,77,39,0
2025-04-02,P1006,S01,55,55,39,0
2025-04-03,P1006,S01,45,45,39,0
2025-04-04,P1006,S01,32,32,39,0
2025-04-05,P1006,S01,11,11,39,0
2025-04-06,P1006,S01,0,0,39,1
2025-04-07,P1006,S01,78,78,39,0
2025-04-08,P1006,S01,60,58,39,0
2025-04-09,P1006,S01,36,36,39,0
2025-04-10,P1006,S01,19,19,39,0
2025-04-11,P1006,S01,4,4,39,0
2025-04-12,P1006,S01,0,0,39,1
2025-04-13,P1006,S01,0,0,39,1
2025-04-14,P1006,S01,0,0,39,1
2025-04-15,P1006,S01,74,74,39,0
2025-04-16,P1006,S01,58,58,39,0
2025-04-17,P1006,S01,46,46,39,0
2025-04-18,P1006,S01,27,27,39,0
2025-04-19,P1006,S01,16,16,39,0
2025-04-20,P1006,S01,0,0,39,1
2025-04-21,P1006,S01,70,70,39,0
2025-04-22,P1006,S01,50,50,39,0
2025-04-23,P1006,S01,31,31,39,0
2025-04-24,P1006,S01,16,16,39,0
2025-04-25,P1006,S01,1,1,39,0
2025-04-26,P1006,S01,72,72,39,0
2025-04-27,P1006,S01,53,53,39,0
2025-04-28,P1006,S01,35,35,39,0
2025-04-29,P1006,S01,23,23,39,0
2025-04-30,P1006,S01,4,4,39,0
2025-05-01,P1006,S01,81,81,39,0
2025-05-02,P1006,S01,60,60,39,0
2025-05-03,P1006,S01,27,25,39,0
2025-05-04,P1006,S01,0,0,39,1
2025-05-05,P1006,S01,0,0,39,1
2025-05-06,P1006,S01,0,0,39,1
2025-05-07,P1006,S01,0,0,39,1
2025-05-08,P1006,S01,0,0,39,1
2025-05-09,P1006,S01,0,0,39,1
2025-05-10,P1006,S01,53,53,39,0
2025-05-11,P1006,S01,29,29,39,0
2025-05-12,P1006,S01,11,9,39,0
2025-05-13,P1006,S01,0,0,39,1
2025-05-14,P1006,S01,65,65,39,0
2025-05-15,P1006,S01,46,46,39,0
2025-05-16,P1006,S01,34,34,39,0
2025-05-17,P1006,S01,17,17,39,0
2025-05-18,P1006,S01,0,0,39,1
2025-05-19,P1006,S01,0,0,39,1
2025-05-20,P1006,S01,0,0,39,1
2025-05-21,P1006,S01,0,0,39,1
2025-05-22,P1006,S01,0,0,39,1
2025-05-23,P1006,S01,76,76,39,0
2025-05-24,P1006,S01,51,51,39,0
2025-05-25,P1006,S01,28,28,39,0
2025-05-26,P1006,S01,13,13,39,0
2025-05-27,P1006,S01,0,0,39,1
2025-05-28,P1006,S01,77,77,39,0
2025-05-29,P1006,S01,54,54,39,0
2025-05-30,P1006,S01,38,38,39,0
2025-05-31,P1006,S01,21,21,39,0
2025-06-01,P1006,S01,9,9,39,0
2025-06-02,P1006,S01,0,0,39,1
2025-06-03,P1006,S01,0,0,39,1
2025-06-04,P1006,S01,0,0,39,1
2025-06-05,P1006,S01,0,0,39,1
2025-06-06,P1006,S01,0,0,39,1
2025-06-07,P1006,S01,74,74,39,0
2025-06-08,P1006,S01,49,48,39,0
2025-06-09,P1006,S01,23,23,39,0
2025-06-10,P1006,S01,6,6,39,0
2025-06-11,P1006,S01,0,0,39,1
2025-06-12,P1006,S01,0,0,39,1
2025-06-13,P1006,S01,0,0,39,1
2025-06-14,P1006,S01,69,69,39,0
2025-06-15,P1006,S01,47,47,39,0
2025-06-16,P1006,S01,31,31,39,0
2025-06-17,P1006,S01,23,23,39,0
2025-06-18,P1006,S01,8,8,39,0
2025-06-19,P1006,S01,0,0,39,1
2025-06-20,P1006,S01,0,0,39,1
2025-06-21,P1006,S01,0,0,39,1
2025-06-22,P1006,S01,67,67,39,0
2025-06-23,P1006,S01,46,46,39,0
2025-06-24,P1006,S01,29,29,39,0
2025-06-25,P1006,S01,11,11,39,0
2025-06-26,P1006,S01,0,0,39,1
2025-06-27,P1006,S01,0,0,39,1
2025-06-28,P1006,S01,0,0,39,1
2025-06-29,P1006,S01,63,63,39,0
2025-01-01,P1007,S01,66,66,48,0
2025-01-02,P1007,S01,44,44,48,0
2025-01-03,P1007,S01,16,16,48,0
2025-01-04,P1007,S01,0,0,48,1
2025-01-05,P1007,S01,82,82,48,0
2025-01-06,P1007,S01,63,63,48,0
